age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
73.0,female,white,high school,excellent,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",30.0,1.0,middle class,
85.0,female,white,graduate,good,,widowed,,19.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,
58.0,male,white,high school,,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,4.0,lower class,
22.0,female,white,high school,excellent,,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,,
43.0,female,white,high school,,pretty happy,divorced,,,,Sales and Office Occupations,23.0,2.0,working class,
67.0,female,white,bachelor's,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,3.0,working class,
32.0,female,white,bachelor's,excellent,,never married,,,,Service Occupations,,0.0,,
64.0,female,white,high school,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,4.0,working class,
31.0,male,white,high school,good,,divorced,,25.0,,"Management, Business, Science, and Arts Occupations",,2.0,,
89.0,female,white,less than high school,good,,widowed,,25.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
47.0,male,white,high school,excellent,,never married,,,,,,0.0,,
26.0,female,other,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,
46.0,male,white,less than high school,good,,divorced,,24.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,
76.0,female,white,less than high school,good,,divorced,,21.0,,"Management, Business, Science, and Arts Occupations",,3.0,,
40.0,male,white,high school,good,pretty happy,married,,,,Sales and Office Occupations,23.0,2.0,middle class,
39.0,female,white,associate/junior college,fair,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",14.0,2.0,lower class,
36.0,male,white,high school,fair,,married,,25.0,,Sales and Office Occupations,,0.0,,
49.0,female,other,less than high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",20.0,8.0,working class,
65.0,female,white,high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",17.0,4.0,working class,
27.0,male,white,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,
52.0,male,white,high school,excellent,pretty happy,divorced,,,,Service Occupations,20.0,1.0,working class,
23.0,female,other,less than high school,good,pretty happy,never married,,,,Sales and Office Occupations,18.0,3.0,working class,
22.0,female,other,high school,,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,
31.0,female,white,graduate,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,
41.0,male,white,less than high school,good,,divorced,,19.0,,"Management, Business, Science, and Arts Occupations",,2.0,,
26.0,female,white,less than high school,,pretty happy,never married,,,,,20.0,3.0,working class,
44.0,male,white,less than high school,poor,pretty happy,divorced,,,,Service Occupations,25.0,1.0,middle class,
71.0,male,white,high school,,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",40.0,2.0,lower class,
81.0,female,white,less than high school,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",16.0,4.0,lower class,
60.0,female,white,graduate,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,
51.0,male,other,less than high school,fair,,married,,29.0,,"Management, Business, Science, and Arts Occupations",,6.0,,
28.0,male,black,less than high school,,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,
41.0,female,white,associate/junior college,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",27.0,1.0,middle class,
29.0,male,other,high school,,pretty happy,married,,,,Sales and Office Occupations,26.0,2.0,middle class,
34.0,female,white,graduate,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
89.0,female,white,high school,good,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",25.0,4.0,middle class,
47.0,male,white,high school,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,
30.0,male,white,graduate,excellent,pretty happy,married,,,,Service Occupations,27.0,2.0,middle class,
36.0,male,white,bachelor's,good,,married,,27.0,,"Natural Resources, Construction, and Maintenance Occupations",,2.0,,
27.0,male,white,bachelor's,excellent,,married,,26.0,,"Management, Business, Science, and Arts Occupations",,0.0,,
24.0,male,white,associate/junior college,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
31.0,male,white,graduate,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
19.0,male,white,high school,excellent,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,
22.0,female,white,high school,excellent,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,
69.0,female,white,high school,,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,4.0,middle class,
34.0,male,white,bachelor's,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,middle class,
51.0,female,white,bachelor's,good,,married,,23.0,42.0,"Management, Business, Science, and Arts Occupations",,3.0,,
46.0,female,white,bachelor's,good,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,2.0,middle class,
48.0,male,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",37.0,2.0,middle class,
60.0,female,white,high school,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,2.0,middle class,
48.0,male,white,bachelor's,excellent,,married,,21.0,,Service Occupations,,4.0,,
57.0,male,white,graduate,,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,middle class,
60.0,female,white,high school,good,pretty happy,married,,,,Service Occupations,24.0,1.0,working class,
53.0,female,white,high school,good,pretty happy,divorced,,,,Service Occupations,20.0,1.0,working class,
52.0,female,white,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
27.0,female,white,high school,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,2.0,,
49.0,female,white,high school,,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",18.0,2.0,working class,
24.0,male,white,high school,excellent,pretty happy,married,,,,Service Occupations,,0.0,working class,
37.0,female,white,bachelor's,good,pretty happy,divorced,,,38.0,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,
40.0,female,white,bachelor's,excellent,,married,,21.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
36.0,male,white,graduate,,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
32.0,female,white,high school,good,,married,,22.0,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,,
44.0,female,white,bachelor's,good,,married,,31.0,,"Natural Resources, Construction, and Maintenance Occupations",,2.0,,
68.0,male,white,bachelor's,excellent,very happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,3.0,middle class,
72.0,female,white,high school,fair,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,
34.0,female,black,high school,good,,married,,19.0,,"Natural Resources, Construction, and Maintenance Occupations",,2.0,,
35.0,male,white,bachelor's,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",31.0,1.0,middle class,
31.0,female,white,bachelor's,excellent,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,
47.0,female,white,associate/junior college,good,,divorced,,23.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
79.0,male,white,high school,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",36.0,4.0,working class,
35.0,female,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,middle class,
51.0,female,white,high school,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,working class,
72.0,male,white,high school,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",27.0,2.0,middle class,
87.0,male,white,high school,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",26.0,1.0,middle class,
51.0,male,white,high school,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",30.0,1.0,working class,
27.0,female,white,bachelor's,good,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,1.0,working class,
47.0,female,white,high school,good,,married,,20.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
31.0,female,other,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
47.0,male,white,high school,good,,divorced,,21.0,,"Management, Business, Science, and Arts Occupations",,3.0,,
36.0,male,black,high school,good,,married,,25.0,,"Management, Business, Science, and Arts Occupations",,1.0,,
35.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,middle class,
45.0,female,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,3.0,middle class,
45.0,female,white,bachelor's,good,very happy,divorced,,,,Service Occupations,31.0,1.0,middle class,
32.0,male,other,bachelor's,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",20.0,5.0,middle class,
45.0,male,white,bachelor's,,pretty happy,married,,,,Service Occupations,41.0,1.0,middle class,
54.0,female,white,high school,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,
50.0,female,white,high school,,pretty happy,married,,,,Sales and Office Occupations,,0.0,middle class,
64.0,male,white,high school,excellent,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",20.0,1.0,middle class,
28.0,male,white,high school,good,pretty happy,married,,,,Service Occupations,26.0,1.0,working class,
25.0,male,white,high school,good,not too happy,divorced,,,,Service Occupations,21.0,1.0,middle class,
