age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
47.0,female,white,high school,fair,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,working class,unemployed/zero income,512.0
64.0,female,white,high school,good,,married,,18.0,,"Management, Business, Science, and Arts Occupations",,1.0,,unemployed/zero income,621.0
51.0,male,white,associate/junior college,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",26.0,1.0,working class,unemployed/zero income,524.0
29.0,female,white,bachelor's,excellent,very happy,married,,,,"Management, Business, Science, and Arts Occupations",27.0,1.0,working class,unemployed/zero income,614.0
43.0,female,white,bachelor's,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,unemployed/zero income,519.0
19.0,male,white,high school,excellent,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,unemployed/zero income,524.0
28.0,female,white,associate/junior college,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,unemployed/zero income,623.0
49.0,female,white,high school,excellent,,married,,19.0,,"Natural Resources, Construction, and Maintenance Occupations",,2.0,,unemployed/zero income,615.0
42.0,female,white,high school,fair,,divorced,,22.0,,"Management, Business, Science, and Arts Occupations",,2.0,,unemployed/zero income,330.0
48.0,female,white,high school,excellent,pretty happy,married,,,,Sales and Office Occupations,15.0,3.0,working class,unemployed/zero income,619.0
65.0,female,white,less than high school,poor,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,4.0,middle class,unemployed/zero income,613.0
24.0,female,white,high school,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,1.0,working class,unemployed/zero income,504.0
21.0,male,other,high school,good,,divorced,,17.0,,"Management, Business, Science, and Arts Occupations",,2.0,,unemployed/zero income,312.0
46.0,female,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,418.0
28.0,male,white,associate/junior college,good,,married,,20.0,,"Management, Business, Science, and Arts Occupations",,0.0,,unemployed/zero income,511.0
27.0,male,white,high school,good,pretty happy,married,,,,Sales and Office Occupations,21.0,1.0,working class,unemployed/zero income,619.0
33.0,male,white,high school,good,,married,,18.0,,"Natural Resources, Construction, and Maintenance Occupations",,4.0,,unemployed/zero income,320.0
58.0,male,white,associate/junior college,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,7.0,middle class,unemployed/zero income,328.0
44.0,male,white,high school,fair,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,middle class,unemployed/zero income,407.0
47.0,female,white,associate/junior college,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,405.0
57.0,female,white,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,409.0
40.0,female,white,graduate,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",35.0,2.0,middle class,unemployed/zero income,422.0
57.0,male,white,high school,fair,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,4.0,middle class,unemployed/zero income,628.0
72.0,male,white,graduate,excellent,very happy,widowed,,,,Sales and Office Occupations,24.0,5.0,upper class,unemployed/zero income,409.0
52.0,female,white,high school,,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,middle class,unemployed/zero income,615.0
33.0,female,white,associate/junior college,fair,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",16.0,2.0,middle class,unemployed/zero income,724.0
41.0,female,white,high school,excellent,pretty happy,married,,,,Service Occupations,19.0,3.0,working class,unemployed/zero income,405.0
35.0,male,white,high school,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",24.0,1.0,working class,unemployed/zero income,610.0
58.0,male,white,high school,good,,married,,18.0,,"Management, Business, Science, and Arts Occupations",,6.0,,unemployed/zero income,405.0
58.0,male,white,high school,good,,married,,21.0,,"Management, Business, Science, and Arts Occupations",,3.0,,unemployed/zero income,420.0
42.0,male,white,high school,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",21.0,3.0,middle class,unemployed/zero income,606.0
52.0,female,white,bachelor's,excellent,,married,,20.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,518.0
57.0,male,white,graduate,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,unemployed/zero income,330.0
48.0,male,white,high school,,pretty happy,married,,,,Sales and Office Occupations,28.0,2.0,middle class,unemployed/zero income,607.0
79.0,female,white,high school,good,,widowed,,22.0,,Sales and Office Occupations,,7.0,,unemployed/zero income,616.0
37.0,male,white,graduate,excellent,,married,,22.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,unemployed/zero income,401.0
38.0,female,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,working class,unemployed/zero income,415.0
23.0,female,white,high school,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,unemployed/zero income,617.0
37.0,female,white,associate/junior college,,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,2.0,middle class,unemployed/zero income,418.0
79.0,male,white,bachelor's,good,very happy,married,,,,"Management, Business, Science, and Arts Occupations",25.0,3.0,middle class,unemployed/zero income,325.0
76.0,male,white,bachelor's,excellent,,married,,22.0,,Service Occupations,,2.0,,unemployed/zero income,606.0
48.0,male,white,high school,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,2.0,middle class,unemployed/zero income,407.0
52.0,female,white,graduate,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,2.0,middle class,unemployed/zero income,401.0
62.0,male,white,graduate,excellent,,married,,25.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,unemployed/zero income,418.0
75.0,male,white,graduate,excellent,not too happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,unemployed/zero income,421.0
58.0,male,white,high school,,pretty happy,married,,,,Sales and Office Occupations,47.0,2.0,middle class,unemployed/zero income,720.0
46.0,female,white,graduate,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,unemployed/zero income,419.0
72.0,male,white,less than high school,good,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,working class,unemployed/zero income,317.0
73.0,female,white,high school,excellent,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",30.0,1.0,middle class,unemployed/zero income,608.0
85.0,female,white,graduate,good,,widowed,,19.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,unemployed/zero income,319.0
58.0,male,white,high school,,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,4.0,lower class,unemployed/zero income,422.0
22.0,female,white,high school,excellent,,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,,unemployed/zero income,714.0
43.0,female,white,high school,,pretty happy,divorced,,,,Sales and Office Occupations,23.0,2.0,working class,unemployed/zero income,419.0
67.0,female,white,bachelor's,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,3.0,working class,unemployed/zero income,323.0
32.0,female,white,bachelor's,excellent,,never married,,,,Service Occupations,,0.0,,unemployed/zero income,423.0
64.0,female,white,high school,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,4.0,working class,unemployed/zero income,424.0
31.0,male,white,high school,good,,divorced,,25.0,,"Management, Business, Science, and Arts Occupations",,2.0,,unemployed/zero income,723.0
89.0,female,white,less than high school,good,,widowed,,25.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,unemployed/zero income,311.0
47.0,male,white,high school,excellent,,never married,,,,,,0.0,,unemployed/zero income,315.0
26.0,female,other,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,unemployed/zero income,615.0
46.0,male,white,less than high school,good,,divorced,,24.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,723.0
76.0,female,white,less than high school,good,,divorced,,21.0,,"Management, Business, Science, and Arts Occupations",,3.0,,unemployed/zero income,316.0
40.0,male,white,high school,good,pretty happy,married,,,,Sales and Office Occupations,23.0,2.0,middle class,unemployed/zero income,317.0
39.0,female,white,associate/junior college,fair,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",14.0,2.0,lower class,unemployed/zero income,319.0
36.0,male,white,high school,fair,,married,,25.0,,Sales and Office Occupations,,0.0,,unemployed/zero income,315.0
49.0,female,other,less than high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",20.0,8.0,working class,unemployed/zero income,323.0
65.0,female,white,high school,,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",17.0,4.0,working class,unemployed/zero income,323.0
27.0,male,white,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,unemployed/zero income,521.0
52.0,male,white,high school,excellent,pretty happy,divorced,,,,Service Occupations,20.0,1.0,working class,unemployed/zero income,615.0
23.0,female,other,less than high school,good,pretty happy,never married,,,,Sales and Office Occupations,18.0,3.0,working class,unemployed/zero income,420.0
22.0,female,other,high school,,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,unemployed/zero income,329.0
31.0,female,white,graduate,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,unemployed/zero income,519.0
41.0,male,white,less than high school,good,,divorced,,19.0,,"Management, Business, Science, and Arts Occupations",,2.0,,unemployed/zero income,723.0
26.0,female,white,less than high school,,pretty happy,never married,,,,,20.0,3.0,working class,unemployed/zero income,615.0
44.0,male,white,less than high school,poor,pretty happy,divorced,,,,Service Occupations,25.0,1.0,middle class,unemployed/zero income,518.0
